Id,Score,Text
2657,5,this is good iced tea  it is hard to find locally in the fall and winter
2658,5,i am hooked  this is a great way to get more fluids into my day without making it seem like a chore  this powder tastes great without any additional sweeteners  it is just what i have been looking for  also try the blueberry version  delicious
2659,5,green tea is good for you loaded with antioxidants boosts your metabolism yadda yadda yadda but i never quite warmed up to the taste  until now  the lemon and the ginger give this a very nice flavor  and it is so great that i can just add a packet to my water bottle and go without the bother of brewing it
2660,5,just the right amount of blueberry flavor and the tea itself is not overwhelming i love that it has no added sweeteners and really does not need thembr this is a perfect way to get more water and benefit from the antioxidants in the tea as well
2661,5,i drink this delicious tea almost every day  i have yet to find anything like it on the market
2662,5,love this product  it adds flavor to your water without all the nasty artificial sweetners  hope this product is here to stay
2663,4,powdered green tea with lemon  ginger provides quick daily source of antioxidant ingredients desired but in higher concentration and without the bother of brewing tea bags simply pour in water bottle shake and be on your waybr br product used to be available in local health food stores but is no longer carried much easier and more cost effective when bought in quantity on amazon
2664,4,a hrefhttpwwwamazoncomgpproductbbsmjmstash premium green iced tea powder count packets pack of a easy to mix and refreshing with ice
2665,5,i was looking for mint green tea i could carry with me to mix up while out and about if thats what you want then this product is perfect i add a little extra water but thats just my taste so if youre looking for mint green tea powder    look no further
2666,5,this has a great rich taste remember this is ground whole leaf so the tea is stronger than you may expect  not overly sweet and dissolves readily  i use it during workouts mixed with ice water in a polar bottle
2667,5,i liked the flavor and the ease to mix this tea  i use a few packets and make a pitcher to keep in the fridge  very good cold and needs no sweetening as is lightly sweet already  doesnt look pretty but does look like a healthy drink  i liked it
2668,4,i purchased this item when it was on sale  i wasnt certain if id like it but ive read so much about the health benefits of green tea i wanted to try it  this is a nice pleasant beverage the flavor isnt too strong  i add a packet of splenda to make it a bit sweeter  the powder dissolves easily in cold water  the flavor is natural not fake  i was impressed enough with it that i have signed up for autodelivery
2669,1,the tea was very weak and not that good now i have six boxes of tea i that no one in my family likes
2670,5,love this  i dislike drinking plain water and have been looking for something easy that i could add to my ss water bottle gotta be good to the environment right  the flavor is great ease of convenience is wonderful and the hint of sweet is not overpowering at all  i can drink my green tea with or without sweetener  the only thing is if you want to drink green tea all day long the calories will add up  i think each packet is  calories  i drink   oz bottles of water a day so that would be  calories of sweetened drink a day  but i will still give the product  stars because the product is fab  id just pick something else if im going to pound water all day long perhaps the blueberry green tea one which is not sweetened  its excellent as well  ill use this for one bottle and a nonsweetened one for the other  best of both worlds  enjoy
2671,5,i used to always go to jamba juice for the match green tea shotsafter trying this iced green tea powder i was hooked  this flavor is lightly sweetend and the raspberry and pomegranate flavors are just subtle enough to not mask the true flavor of the green tea  i dont mind the funny green colorafter all its green tea
2672,1,this iced tea is terrible this is the first stash product that i do not enjoy it is not iced tea it tastes more like powdered peppermint leaves
2673,1,the first ingredient in this mix before the tea is even listed is maltodextrin  if you suffer from a corn allergy please do not forget to read the label  unwittingly drink this  i have no idea why there is more maltodextrin in this product than the main product the tea itself  i realize this is not a review let alone a helpful review as i did not describe the taste of the product or even review the product i couldnt review this product if i wanted too  i want people with a corn allergy to be advised of the ingredients in the tea  i didnt know how else to inform folks about the ingredients except for on the page with reviews  i could not give the product more stars as it contains more maltodextrin than tea itself
2674,5,i have never liked green tea but i knew it was good for me so i have been drinking it for a lot of yrs i grew up living in the western usa and our neighbors were japanese they were sweet and gave us tea from japan my father enjoyed it every morning and added a tablespoon of honey and a little cream to it he smoked all his life and died at  anyway i found when at times i would quit drinking it i wouldnt feel as good as i did when drinking it i got tired of boiling the water with the teabags and then getting everything in a container to put into the frig i really drank a lot of it  well i stumbled onto a warehouse to pick up some things i had ordered and noticed this tea i was immediately interested as you get to drink the whole tea leaf which gives you  times more antioxidants wow that was good for me so i got a couple cases and when i ran out searched the internet for stash brand i really love it i love that it is lightly sweetened i love that i can just open a packet and throw it into my tumbler add ice and water and be on my way its just right but more then anything else i love the way it makes me feel so much more energy and i truly believe it is helping my well being no getting around about it i dont get sick often for sure now i havent tried the other brands and i feel i dont have to because i am so satisfied with this one the price is also cheaper i dont think you can go wrong with this choice  perky
2675,5,love the ease of having green natural tea anywhear any time  tastes great i love this stash green tea
2676,1,i bought this tea as i like blueberries and stash is known as making good teas  however when i first emptied the drink mix in the water the color was an odd green not very appetizing  once i mixed the powder with water the resulting tea had no real flavor  i feel like i wasted my money and cant get a refund
2677,4,this is one of my favorite water addins i think it has a really crisp clean tastewith a hint of grassyness the tea particles tend to settle at the bottom of the bottle if left standing for more than a few minutes so i have to shake it up periodically there are times when i feel like im drinking something that was squeezed off the blades of a lawnmower but this seems to be based on my choice of sweetener it tastes great when i use stevia but when i use sweet  lowi get a bitterish grassy taste
2678,2,i bought this flavor and the raspberry pom and while they are consistent its uselessbr br if you plan on making a pitcher of tea forget it it takes  packs for  oz and is still very very weak in flavor and it must be consumed in  hours so they say so youre much better off brewing your ownbr br however if youre idea is to stash this in your purse for the ladies or pocket for men which would be weird its still misses the mark one packet does very little for flavor with  oz of water so youd have to use two and who drinks just  oz of water when out to eat or something of that nature also with only  to  packets in a box depends on flavor who knows why that gives you  to   oz drinks for  not sure its worth it at all id rather drink lemon water when out than this
2679,2,if you plan on making a pitcher of tea forget it it takes  packs for  oz and is still very very weak in flavor and it must be consumed in  hours so they say so youre much better off brewing your ownbr br however if youre idea is to stash this in your purse for the ladies or pocket for men which would be weird its still misses the mark one packet does very little for flavor with  oz of water so youd have to use two and who drinks just  oz of water when out to eat or something of that nature also with only  packets in a box that gives you   oz drinks for  not sure its worth it at all id rather drink lemon water when out than this
2680,2,if you plan on making a pitcher of tea forget it it takes  packs for  oz and is still very very weak and it must be consumed in  hours so they say so youre much better off brewing your ownbr br however if youre idea is to stash this in your purse for the ladies or pocket for men which would be weird its just okay  one packet does little for flavor with  oz of water so youd have to use two and who drinks just  oz of water when out to eat or something of that nature  also with only  packets the raspberry pom in a box that gives you   oz drinks for   not sure its worth it at all id rather drink lemon water when out than this equally as bland but free
2681,4,a hrefhttpwwwamazoncomgpproductbbzghsstash premium mint green iced tea powder count packets pack of a light mint taste easy to mix powdered tea great on ice
2682,2,this was a big disappointment there was no raspberry or pomegranate flavor to this the color is green and not very appealing to look at however it does work as a great antioxidant
2683,1,i wish i had read the product description betteri didnt realize this was sweetenedi do not like the sweetened teasnow i am stuck with  orders of thembut the other green tea powder is great
2684,1,when i saw the mint iced tea powder on the website i thought i would like it but when  i received it and tried one i was very disappointed it was the green tea and not sweet at all the flavor was nothing at all like an iced tea like i was expecting i had to add sugar to it to get a flavor that i like to be similar to regular iced tea i dont even know if ill be using the others i had received sorry about this but you did ask for my review on this
2685,5,what a lovely tea this is the rose petals are abundant in the mix and when you brew a pot of tea and then raise the cup to your lips the full sweet scent of roses greets you this tea is perfectly blended and balanced its color is copperygolden very warm and luscious i just want to drink it every day for relaxation and sheer enjoyment
2686,2,upon opening the sealed bag i was struck by an unpleasant scent  looking at the ingredients i saw in addition to the black tea and rosebuds a natural flavor additive  i believe this additive is the culprit to ruining what should have been a delightful bouquet to my nose  then i brewed this tea and could still taste that additive but overall the tea was tasty  i hope the davidson family reads our reviews because i am certain that if they would just refrain from adding the natural flavor i and others would find this tea to be superb and in keeping with the other teas i have come to enjoy from davidsons  for example upon opening their darjeeling loose tea as well as their assam loose tea my nose is struck with a lovely bouquet  this is what one wants to experience from superb teas  i will look forward to davidsons responding to my and other customers suggestion re this nasty flavor additive  ive enjoyed tea with rose petals while in india and they did not put anything other than the tea and the dried rose petals
2687,1,this tea was horrible  it tasted like potpourri  i have really enjoyed other davidsons teasmany also containing flowers and thought to try something new  i think the last ingredient is where things went bad  it was natural flavor  which must have been rose oil or something since my tea chemical taste and making a weaker tea did not help at all
2688,2,when i ordered this tea i was so excited because i thought i had finally found the equal to another brands rose tea in individual bags i was excited for the loose quality of the tea along with the anticipated light delicate taste id hoped forbr i was sadly mistaken when i excitedly opened it i was hit by a very sweet syrupy cottoncandylike smell coming from the bag not a good scent then i thought the smell doesnt determine the taste so i steeped the recommended tablespoons for the amount of time indicated and then tried a taste the overpowering sweet smell gave was to a bitter taste not at all reminiscent of my previous experience with rose tea unfortunately i had to pour the rest of mine outbr i have a bag of hibiscus tea coming in the mail soon from this company im really hoping its better
2689,5,this is my first exposure to rose tea i purchased it because of the previous review i have to concur this tea is delightful the aroma is fantastic and makes you believe you are in the midst of a blooming rose garden it is a perfect tea to sip in the winter months as it fills your senses with the scents of summer i bet it would be refreshing as an iced tea with a sprig of fresh mint too cold to try that now but once the snow melts i will great product for the price
2690,5,wow  i am a pepsiholic and was gaining weight as you can imagine a little  year old woman introduced me to your tea hot  and now with just a little bit of honey and ice i have a nice cool refreshing drink
2691,4,i am pleased the bag is so large it means ill be sipping this tea for a while  this tea is perfect for the start of the work day  the rose and hibiscus liven my senses the caffeine pushes me to type a bit faster as i climb over a hillock of emails  the flavors are a bit more pungent than similar blends ive mixed on my own is the cause the mysterious natural flavor another reviewer pointed out but it is still quite pleasant  i certainly look forward to many more mornings begun over several cups of rose congou
2692,5,the fragrance of the tea totally blew me away recommend it to anyone who enjoys mild green tea with a pleasant rosey scent
2693,4,i am enjoying this tea and the price was reasonable  i dont think the rose flavor is as pronounced as my favorite rose tea but since i can not get that one at this time i ordered this one and it is very good
2694,5,i bought this tea many months ago and waited to review it to see if i really liked it over timebr br i do  this tea is really lovely  the rose scent and taste are just right  not too lame not too overwhelming  i find it slightly calming even with the caffeine from the black tea  of the  or so loose teas in my drawer that i regularly use this is the one i seem to reach for most often  im diligent about brewing times  this one is  min and i set the timer  gives me a perfect cup every timebr br dont forget that its organic  support organic practices and do something beneficial for your bodybr br this tea was a good buy and has withstood the test of time for me
2695,5,good beans  i cant find these in the grocery stores where i live but ordered them through this retailer with no problems
2696,5,adzuki  or azuki beans are ment to be used in asian sweets you can make sweet bean paste by boiling the beans for  min changing the water out at least twice draining and mashing the beans with sugarstrain the paste if you do not like the bean skins  what you get is a paste that can be put on ice cream fill pasteries or stuff into mochi cakes
2697,5,their not only good for you but their yummythey smell like cloves when their cooking and taste  a little sweet
2698,5,good stuff  like lentils you dont need to soak these  they are small so feel good in the mouth
2699,5,i really like this flavoring i try to stay away from sugar and artificial sweeteners so this was perfect because it contains absolutely no sweetener so i can add my own mostly liquid stevia  i also love vanilla flavoring in many things i make so i sometimes use this in place of extract which can be pricey if you use it a lot for example i make my own almond milk so i like to add vanilla to sweeten and lighten the taste this works better than an extract because there is no alcohol taste i also make blueberry syrup with agave and this flavoring and it turns out very good i put it in pancake batter and the flavor still holds after cooking also with cookies i use this all the time and now i am not dropping  every couple of weeks for vanilla extract
2700,3,i wanted to love this but i just didnt despite being sugar free it has  calories per pump and in my opinion needs three pumps to add enough flavor to my iced vanilla lattes if your going for calorie count this isnt favorable i would however say if you think other brands are a bit too sweet or if calorie count isnt overly important you should give it a go it may be just what you were looking for as a side note if calorie count is unimportant i recommend their coconut cream flavora hrefhttpwwwamazoncomgpproductbzujjamoretti premium coconut cream syrup mla its delicious
2701,1,we purchased from the original website  flavored sugars all but the raspberry was worth the money the rest had little or no flavor at all it was expensive and not worth the money
2702,5,weve been eating this delightful cereal for several years  my kids always feel better on gluten free foods and so do i  unlike the popular junky cereals this version of a slightly chocolately cereal is light and not too sugary and its a special treat for the kids  i also like supporting envirokids products  the pricing has come down to where its nearly the same as the other mainstream cereals that are not as good for you
2703,5,we received this as a gift along with some homemade graham crackers  my husband and i have become addicted to it  if you love things like lemon meringue pie you will adore this lusciouslemony spread on grahams pound cake etc  just a thin layer of this delicious confection enlivens your taste buds with an explosion of flavor  i highly recommend this product if you are looking for a very special treat
2704,5,i have never tasted any better need to keep refrigerated or it will lose color and flavor but is worth the price
2705,5,mixed with whipped cream and blueberries this lemon curd is a delicious easy quick summertime dessert that will delight any guests
2706,4,the popcorn itself is yummy just be warned that we had trouble popping it using our air popper  the kernels were too light and would blow out of the popper before they were popped  its great in the microwave or a pan but maybe the larger white or yellow would be a better match for an air popper
2707,5,i wont claim to be a professional food taster  i just know what i like and dont like  i dont like yellow popcorn i dont like microwave popcorn i like the white popcorn cooked in a pan  for my popping style the baby white pops great wo lots of hard kernels  nuf said
2708,4,this is really good tender a little sweet easy to make in the whirley pop and excellent with some cheddar  spice popcorn seasoning
2709,4,i was a little concerned to buy the popcorn as you never know what you are going to get  but i did and i am glad i did  the popcorn is nice and tender pops easy great taste and hullless  i have moved from the microwave popcorns and glad i did because of this product  i like the fact the the popped corn is small but great
2710,1,i love the popcorn but the shipping costs are insane a total rip off wabash valley farms or amazon or whoever is charging the shipping is out of their mind  stars for the popcorn minus  stars for the terrible cost associated with shipping arghyes the popcorn is tender and luscious and it melts in your mouth like youre eating cooked grasshoppers but come on cant you ship this product for lessbr br shipping the  pound bag is even worse sigh too bad really
2711,5,we like the much harder to find white popcorn over the more common yellow popcorn and amish country baby white is our absolute favorite  we usually order  of the  lb bags cause we go thru it so quickly
2712,5,i love this popcorn only downside is the shipping and packing cost almost as much as the popcorn need to pack it better bag split and a bunch of loose popcorn falling out of the box when the guy brought it to my door
2713,2,i purchased the baby white by accident  we usually get the medium white which is great  the baby is so small when popped that the taste and texture of the hull shell really overwhelm it
2714,2,tasty small kernel popcorn however too small and too light to be popped in a hot air popcorn popper the kernels are blown out of the popper before they are popped
2715,3,the gourmet corn is smaller kernels than i like so would probably not buy it again  but with their special oil and the stir crazy popper every kernel pops every timebr br i will probably return to good old jolly time
2716,5,this is the best popcorn i have ever ate i use a whirley popper to pop my popcorn when you eat this baby white hulless you will never go back to any other popcorn i gave my orville redenbachers  and walmart popcorn awayto many husks you just cant beat this popcorn it tastes sooooo good even my puppy loves it
2717,5,i first had this popcorn at my  year old cousins home i thought it was so tender and delicious and i wanted to buy some for myself i found it on amazoncom believe it or not  anyway i ordered  pounds of it all  pounds are now gone this popcorn is really good it is different than other popcorns i have eaten because the kernels are small and very delicate i consider myself a pro when it comes to popcorn because i have eaten it every night since i was a little girl i usually eat my popcorn  kernel at a time but since the kernels are so small i ate it by the handful my only complaint is that it does cost a lot to have it shipped i wish i could find it locally so i would not have to pay for the shipping costs if you like popcorn i highly recommend it
2718,5,over the years i have bought a lot of popcorn for popping and i have found this small baby white hulless to be the best for popping and not a lot of the socalled oldmaids i also had to retire my  plus year old wabash valley farms stovetop popper it was a good one so if you like popcorn and who doesnt this popcorn and popper combination is the best and the popper comes with a  year warranty as well money well spent you will not dissapointed with either of them so enjoy
2719,5,this is the best popcorn i have ever had  as a kid i ran the popcorn machine in a theater so i feel i know what im talking about  we used yellow popcorn but i still think white is best
2720,4,baby white popcorn from wabash farms pops nicely has no meanacing hulls to get into your teeth and is very tasty what more could you ask from a popcorn i highly recommend this product at least a four star
2721,5,the small white popcorn is the best  very delicious  and ive tried lots
2722,5,this was the sweetest smallest hulless best tasting white popcorn i have ever had  just placed an additional order for a  lb bag as well as other varities carried by this company
2723,5,great popcorn good popping results and wonderful flavor  cant help but love it and i will reorder when i run out  recommend to one and all
2724,4,i love little white kernels of popped corn  this was good stuff but i think ill try a larger white kernel to pop next time my preference
2725,5,pops great in the microwave  much better than many store brands  good product
2726,3,i was disappointed  i thought being amish and according to the advertising that it would be exceptional  but its just popcorn no better than others ive purchased  so so i would not buy it again
2727,4,my doctor told me i must eat hulless popcorn if i have popcorn at all  because i cant give up my favorite snack i bought this wabash famnily farms amish country popcorn  the kernels are tiny but they pop well although not as big and fluffy as the popcorn i get from the grocery store  it tastes great however and has fewer and smaller hulls  i dont think there is such a thing as completely hullessbut ido notice thst i dont get the hulls stuck in my teeth anymore
2728,4,i ordered  lb bags with free shipping because of the reviews i really like it but the real test was my wifes opinion and we also ordered  and  lbs of popcorn from the boulder popcorn co and the kernels were a little smaller and tasted better we use coconut oil and it has very good flavor even without butter i really like the cambrias cream kernels the best
2729,5,i just made some in my whirley pop  it really is lighter and crisper than the larger yellow kernels  none of those large hulls either  the only difference is it pops up much smaller than the yellow so you need to almost double the amount of kernels used per pot  lovely homemade popcorn
2730,5,use olive oil to cook this salt it well and it is the best most tender popcorn i have ever eaten i add a tiny bit of butter to mine but dont need it my nine year old daughter didnt like popcorn until she reluctantly tried this after a few bites she consumed half the bowlbr br i bought mine at a specialty popcorn shop in long grove il so i didnt have to pay shipping costs but when its gone i might have to bite the bullet and order it from here
2731,3,wish i would have read the reviews that discuss the products performance in hot air poppers  the pc is very tasty and light with no residual kernel shells that get stuck in your teeth starsbr br problem with using it in hot air poppers is that the kernels are too light and fly out of the machine before they pop  tilting the machine helps keep them inside but it would be simpler just to find another larger kernel corn
2732,4,weve enjoyed this popcorn every bit as much if not more than the movie theater popcorn  its light and fluffy  tender  and delicious  i think we enjoy it a bit more because we know there is no palm oil or coconut oil in it  we can control what oils we add or leave out  it works well with the popper  in fact just last night we had a popper full of this corn and followed it with the other because we had purchased so much of the other  we enjoyed this more
2733,2,popcorn has grear color white  but taste is average and due to shipping costing more then product i would not buy again
2734,5,i bought the whirleypop stovetop popcorn popper several months ago which of course the wabash valley popcorn came recommended same company i thoughtwhat the heck ive always wondered how gourmet popcorn differed from orville or other everyday popcorn brandsbr br let me tell youit is worth the extra money i can really taste the difference in quality and normal popcorn just doesnt taste right when you make it in the whirleypopbr br this popcorn is so tender and tasty it was a little weird to see and eat at first because its about half the size of regular popcorn but i believe this characteristic is essential in helping the seasonings completely coat the cornbr br my favorite prep methods include using the whirleypop and nutiva organic extra virgin coconut oil see my review for that for more details i add a little peanut oil sea salt black pepper and a good amount of vegaline garlic mist cooking  seasoning spray yummybr br ive tried the other amish country popcorn and theyre all good this is my favorite though
2735,5,this popcorn is really great  we enjoy the taste and the smallness of the actual popcorn  its not like the popcorn that is big and fluffy its small and really great to eat  i eat only this popcorn now and order every three months highly recommend to the popcorn lovers of the world
2736,5,i bought a bowl to pop the corn in along with this popcorn and put two handsful in the bowl and set the microwave on popcorn but it needed more popping for all to pop in fact almost twice as much time but the results are greatbr today we will get the seasoning i bought for it and look forward to using it to have a woderful snack while watching tv
2737,1,this is  terrible popcorn no taste poor popping ratio and the size omg i popped this gourmet popping corn in front of a party everyone busted out in laughter
2738,1,do not spend your money on this product as you will find the popping ratio extremely poor one cup of popcorn will have  cup of  un poped old mades kernels left over which is unacceptablethis is a non returnable item so if you buy this one you are just out of luck so i recommend staying away from this one
2739,3,this is my first time trying wabash valley farms amish country baby whitebr br pros its okay with a nice mild nutty flavor the hulls are more pronounced than with some other amish baby whitebr br cons it tends not to briskly pop up in fact weve burned several pans because popping it is tricky we found that the microwave often works better than pan popping and as mentioned above the hulls are much more noticeable than with other amish baby white brandsbr br we purchased these  bags and well use them up but wont be ordering any more next time well drive the long distance to our nearest amish store
2740,3,if you like your popped corn small this is for you taste is good and it is crisp yet tender the only real complaint is it has a disproportional amount of hull
2741,5,popcorn is very good  cant believe the difference between this popcorn and the regular stuff at the story a very good purchase
2742,2,bought lbs of this popcorn based on reviews that the hulls are softer on this baby white than on regular popcorn  not only are the hulls just as tough as regular popcorn the corn pops up so tiny that its about  hull  popped corn per kernel i was hoping to use this as a healthy snack for my kids who love popcorn but not the hullsbr i popped this using every tip i could find on the internet all experiments still resulted in a tough hull
2743,3,received the baby yellow instead of the correct baby white kernels unable to return the product since its a grocery item but amazoncom customer service did an excellent job and provided a full refund as far as can tell no other issues with product
2744,4,i liked the idea of the small popcorn  it pops up really well in the popper but it doesnt have much if any popcorn flavor  was pretty bummed by that
2745,4,i used to grow the japanese hulless in small quantities for my stovetop popper this is the closest i can find if you are appalled by the shipping cost like i was try looking elsewhere for a better deal for instance one popular site offers  lbs for  with free shipping if you sign up for repeating shipments which you can cancel any time try wwwckingcom
2746,5,i have made this my popcorn of choice  i enjoy the flavor and kernal size
2747,5,get it get it get it this popcorn is truly the most tender delicious popcorn i have ever tasted
2748,5,got three different amish popcorns for my daughters birthdayshe is always on a diet i got her the hot air popper same timeshe  my grandson hes  loved itshe ate a bowl every night   still lost  lbs  not saying its a diet food just satisfiing 
2749,5,i bought this popcorn as a gift for some dear friends the have commented back several times that its the best popcorn they have ever had they love it  they had shopped in the dc metro area to find white popcorn and could never find it so one look on amazon was all it took to find this  the best popcorn ever
2750,5,i bought this for my daughters new microwave popcorn popper as a christmas gift and she says that it is delicious but pops up smaller than other popcorn  she likes it a lot
2751,5,this is very high qulity pop corn i recomend it  almost all kernels pop and they are a crisp white when they pop  very healthy and yummy
2752,5,pops fully few spare kernels with the traditional stovetop method  small fluffy kernels not a lot of misfires that are only partially evolved  my wife says theyre a tad too small for her taste but the kids and i really love this popcorn
2753,4,this popcorn brings me back to days before the microwave version what a treat it was to savor the taste and lightly salted lily white popcorn that was popped over the heat of a stove burner again
2754,5,i love this brand  all kernels pop and they are a nice size texture and flavor
2755,5,i have not eaten this popcorn or tasted it myself it was part of a gift for my daughter in grad school  she likes the fluffy quality of the popped corn and the not so many hulls  also the big bag makes her think she can make it last until christmas  that remains to be seen without having to buy more  a very good snack for a poor grad student
2756,5,im a huge popcorn fan and have tried all sorts and the amish country brand popcorn is the best ive ever eaten  absolutely delicious
2757,5,there are very seldom any unpopped kernels which is nice and the flavor is wonderful not a whole lot to say about popcorn i always buy from you guys and will continue to
2758,5,i love white corn in all its forms including popcorn and i hate how outrageously expensive the kernels are in the supermarket so i love this popcorn
2759,5,i enjoy it practically every evening it is very good popcorn not as much hulls and small when popped
2760,5,this popcorn is much smaller than your average popcorn and it is virtually hulless  that is exactly what i was looking for in a popcorn because my  year old loves popcorn  with  year old children you have to be concerned with the hulls causing choking or hurting their tender gums  my son has no trouble eating this popcorn  it is soft and light doesnt get stuck in your teeth nearly as much and has a great flavorbr br this is now my popcorn of choice for our whole family  i usually pop it in my  year old cheap hot air popper with no problems  i get very few unpopped kernels another reviewer stated that it flies out before popping but i have not experienced this problem it could depend on the popper i suppose  i have tried microwaving it in a paper bag but i always seem to end up burning it  i think it takes a little more trial and error for microwaving to get the time just right so i just stick with my hot air popper i get great popcorn every time
2761,1,i am so surprised that they have this popcorn for sale  i received  bags the other day and the special popcorn pan from wabash valley farms amish country gourmet  well the popped kernels are the size of a pea and with hulls  it burns very easily  there are too many old maids due to the delicate nature of the kernel  i ended up throwing most of the popped corn away  i am so disappointed in this product  i now have  bags of this stuff  i have nothing good to say about it  but if you like tiny popped corn with lots of hulls then this may be your product  i am giving mine to the squirrels
2762,5,i bought this with the whirly pop popcorn popper and i made some as soon as i got them it is the best popcorn ive had i thought i would mind the smaller kernel size but i didnt there is substantially less hull than regular popcorn the flavor is great i suggest using peanut oil for popping popcorn it gives popcorn a great nutty taste  really delicious you can buy peanut oil at any oriental asian store its better than olive oil olive oil and popcorn is too weird for me but peanut oil is perfect you wont need butter flavor or anything like that again artificial butter flavorings are full of chemicals now we pop around three times a day and always crave this for a snack instead of junkfood try it and youll be popping like us
2763,2,the baby white popcorn has lots of hulls when popped very small kernels and scorched the bottom of my new whirley popper ive had several poppers and this is the first time one has scorched and the first time ive used the wabash corn shipping charges were very high for a relatively inexpensive corn
2764,1,this popcorn has alot of hulls i order  bags and cant stand to eat it its so hully  terrible
2765,3,the popcorn was delivered as promised in an attractive wrapper i used the whirley pop popcorn maker and used  tablespoons of olive oil and popped it according to the instructions of the whirley popper while the majority of the kernels popped there was also a large amount of seeds or residue that can get caught in your teeth and are somewhat distracting while youre eating i actually got better results using orville redenbacher white popcorn kernels in the whirley popper and it was actually cheaper at the local market overall i give amish country  out of  stars and mostly for the presentation of the package than for the yield results
2766,1,i ordered this because amazon recommended it to go along with the redenbacker popcorn popper i got from them hey only a few of these actually pop most of these small unpopped kernels get thrown out of the popper what an absolute waste of money
2767,3,this is good popcorn but it is very small so you need to make twice as much as you normally would
2768,1,worst popcorn ive ever bought  chewy not fluffy  gave it to the birds for bird food  postage was outrageous  just not a good experience all around  wont be buying from them ever again
2769,4,this is delicious popcorn  lost a star because i use a hot air popper and many of them  jump out before popping  great flavor great texture  tender  i do not add anything even though i have purchased three different flavored toppingsbr br thanks
2770,1,this baby white popcorn pops small and somewhat hard  i have tried several batches with various adjustments of heat using a whirlypop popcorn popper  unsatisfactory results  i wont purchase this again
2771,2,we loved this popcorn  but come on  shipping is way over the top  we would settle next time for something we can buy but not spend  times on shipping
2772,1,i can only go as low as  star on the review though id like to rate it a  this item still shows in stock but clearly isnt which is why my order was canceled from amazon today amazon suggested i search out the item again and in doing so i see that this same vendor states the item is available not sobr br technically this review does not relate to the quality of the product just the ability to be able to ship it good luck
2773,5,got this for like  on a warehouse deal it was a bargain i received them in early may and the label says best before june at a rate of one can per  days i dont think ill have a problem finishing them off before june i know i have a sweet tooth all  cans had some dents on them but the condition of the gulab jamun inside was good they were just as described  soft cheese balls about  per can in a sugar syrup with just a hint of cardamom warm it up a before eating for the maximum flavor and texture
2774,4,why is this  when the same product is available for  herebr httpwwwamazoncomvictorflymagnetbaitrefilldpbrbdybr br the victor m and m traps are unreal of course  total fly genocide pretty stinky but only right nearby
2775,5,we have used the victor fly bait for  seasons  cant beat it  great product
2776,5,bar harbor clam chowder is absolutely fantasticbr br  i am not usually a fan of soup out of the canbr  i am really picky about my clam chowderbr br that said i get this stuff in bulk  there are several reasons for this the first of which is the great flavor of clams and potatoes  second i like the fact that the ingredients are all natural and third that one can adjust the level of creaminess and viscosity with what one adds to the soup i like to use a mixture of milk and cream  the fourth plus is that this soup contains neither bacon nor excessive amounts of spice or pepper  two things that ruin clam chowder for me  i know bacon is popular with a lot of folks but i really just want to taste the clams when i have a bowl of new england clam chowder  if youre like me in that respect then i think you will like this soup toobr br ps as a child i was a fan of friendlys clam chowder before they changed their recipe  bar harbor is even better
2777,5,ive definitely had a stigma against canned anything and still do picked this up at the supermarket drawn by the all natural ingredients for once no msg or really anything else i didnt recognize its really quite good and especially so for coming out of a can i can have excellent clam chowder  and with a little milk and butter exactly to my liking  warm within minutes one of the few canned goods i keep in my cabinet and one of the most convenient and surprisingly satisfying meals always  minutes awaybr highly recommended
2778,2,ive just prepared my first can of this soup  it tasted incredibly bland and didnt have much clam flavor  so then i added more milk butter onions salt and fresh ground pepper plus white wine  for  per  oz can all of those ingredients should have been adequately added in there already except for the pepper bar harbor brand certainly didnt stint on the other ingredients in order to increase the amount of clams thats for sure  there were larger pieces of clams than in progressos  but thats damning with faint praise  next time ill buy the clams and make my own for less probably  im just perplexed by these reviews  i think i can safely say progressos tastes better  and of course its much less expensive
2779,4,this is our preferred clam chowder  we like the natural taste with lots of potatoes the only complaint is i think the soup can be creamier amazon has much better price on this with subscribe and save
2780,2,im a little perplexed by all the great reviews  this was the most bland chowder ive ever had  i prepared it with just milk and a little butter and it tasted like nothing  added some salt and white pepper still nothing  added some black pepper and provence herbs now it tastes like herbed potato soupbr br on the plus side the clams were nice big chunks and the potatoes were tender  the consistency was pretty good too  it just had no flavor  not going to be buying this again certainly not when its this expensive too
2781,4,its not as good as i hoped but canned chowder never is i added some butter a can of chopped clams and some milk  then thickened it a bit it works great as a base but not for me straight out of the can
